Lote,IdVenta,Fecha,Cliente,Producto,Vendedor,Region,CondicionPago,Precio_Compra,Precio_Venta,Cantidad,Entrada_Stock,Salida_Venta,Stock_Actual,Ingresos,Costos,Margen,Porc_Margen,Meta,Diferencia,Porc_Cumpl
"1772830661555","INV-01354","2026-03-03","Bella Vista Mall","Disco Externo 2TB","Miguel Vargas","Distrito Nacional","Crédito 30 días","70","140","2","25","2","23","280","140","140","50.00","238.87","41.13","117.22"
"1772830661555","INV-01354","2026-03-03","Bella Vista Mall","Surface Pro","Miguel Vargas","Distrito Nacional","Crédito 30 días","850","1350","4","38","4","34","5400","3400","2000","37.04","5941.82","-541.82","90.88"
"1772830661555","INV-01354","2026-03-03","Bella Vista Mall","Router TP-Link","Miguel Vargas","Distrito Nacional","Crédito 30 días","60","120","10","44","10","34","1200","600","600","50.00","1264.81","-64.81","94.88"
"1772830661555","INV-01354","2026-03-03","Bella Vista Mall","Xbox Series X","Miguel Vargas","Distrito Nacional","Crédito 30 días","420","680","18","62","18","44","12240","7560","4680","38.24","10837.75","1402.25","112.94"
"1772830661555","INV-01355","2026-03-03","TechCam Comercial","Disco Externo 2TB","Carlos Méndez","Este","Crédito 60 días","70","140","7","32","7","25","980","490","490","50.00","962.94","17.06","101.77"
"1772830661555","INV-01356","2026-03-01","Banco BHD","Proyector Epson","Pedro Castillo","Sur","Crédito 30 días","300","600","18","60","18","42","10800","5400","5400","50.00","12807.82","-2007.82","84.32"
"1772830661555","INV-01356","2026-03-01","Banco BHD","Cámara Canon","Pedro Castillo","Sur","Crédito 30 días","600","1000","10","55","10","45","10000","6000","4000","40.00","11430.33","-1430.33","87.49"
"1772830661555","INV-01356","2026-03-01","Banco BHD","Switch Cisco","Pedro Castillo","Sur","Crédito 30 días","700","1200","7","55","7","48","8400","4900","3500","41.67","8272.43","127.57","101.54"
"1772830661555","INV-01356","2026-03-01","Banco BHD","Proyector Epson","Pedro Castillo","Sur","Crédito 30 días","300","600","7","25","7","18","4200","2100","2100","50.00","3996.14","203.86","105.10"
"1772830661555","INV-01356","2026-03-01","Banco BHD","Smart TV LG 55","Pedro Castillo","Sur","Crédito 30 días","450","850","16","31","16","15","13600","7200","6400","47.06","13270.89","329.11","102.48"
"1772830661555","INV-01357","2026-03-01","TechCam Comercial","Smart TV LG 55","Miguel Vargas","Santo Domingo","Crédito 30 días","450","850","7","55","7","48","5950","3150","2800","47.06","6055.32","-105.32","98.26"
"1772830661555","INV-01357","2026-03-01","TechCam Comercial","Impresora Epson","Miguel Vargas","Santo Domingo","Crédito 30 días","150","320","12","60","12","48","3840","1800","2040","53.13","4113.91","-273.91","93.34"
"1772830661555","INV-01357","2026-03-01","TechCam Comercial","Smart TV LG 55","Miguel Vargas","Santo Domingo","Crédito 30 días","450","850","19","34","19","15","16150","8550","7600","47.06","18359.29","-2209.29","87.97"
"1772830661555","INV-01357","2026-03-01","TechCam Comercial","Smart TV LG 55","Miguel Vargas","Santo Domingo","Crédito 30 días","450","850","3","46","3","43","2550","1350","1200","47.06","2379.38","170.62","107.17"
"1772830661555","INV-01357","2026-03-01","TechCam Comercial","Switch Cisco","Miguel Vargas","Santo Domingo","Crédito 30 días","700","1200","4","24","4","20","4800","2800","2000","41.67","4113.84","686.16","116.68"
"1772830661555","INV-01358","2026-03-02","Casa Mora","Laptop Dell XPS","Sofía Gómez","Este","Tarjeta","800","1200","11","27","11","16","13200","8800","4400","33.33","14789.59","-1589.59","89.25"
"1772830661555","INV-01358","2026-03-02","Casa Mora","Impresora HP Laser","Sofía Gómez","Este","Tarjeta","180","350","19","25","19","6","6650","3420","3230","48.57","6793.23","-143.23","97.89"
"1772830661555","INV-01358","2026-03-02","Casa Mora","Router TP-Link","Sofía Gómez","Este","Tarjeta","60","120","10","32","10","22","1200","600","600","50.00","1356.71","-156.71","88.45"
"1772830661555","INV-01358","2026-03-02","Casa Mora","Switch Cisco","Sofía Gómez","Este","Tarjeta","700","1200","4","5","4","1","4800","2800","2000","41.67","4757.24","42.76","100.90"
"1772830661555","INV-01358","2026-03-02","Casa Mora","Tablet iPad","Sofía Gómez","Este","Tarjeta","300","550","19","42","19","23","10450","5700","4750","45.45","9624.51","825.49","108.58"
"1772830661555","INV-01359","2026-02-28","TechCam Comercial","Scanner Fujitsu","Carlos Méndez","Santo Domingo","Crédito 60 días","220","420","8","36","8","28","3360","1760","1600","47.62","3799.07","-439.07","88.44"
"1772830661555","INV-01359","2026-02-28","TechCam Comercial","MacBook Air M2","Carlos Méndez","Santo Domingo","Crédito 60 días","900","1400","17","41","17","24","23800","15300","8500","35.71","22653.35","1146.65","105.06"
"1772830661555","INV-01360","2026-03-03","Jumbo","Apple Watch","María López","Santo Domingo","Crédito 60 días","250","450","14","21","14","7","6300","3500","2800","44.44","5807.54","492.46","108.48"
"1772830661555","INV-01360","2026-03-03","Jumbo","Smart TV LG 55","María López","Santo Domingo","Crédito 60 días","450","850","19","39","19","20","16150","8550","7600","47.06","14400.65","1749.35","112.15"
"1772830661555","INV-01360","2026-03-03","Jumbo","Tablet iPad","María López","Santo Domingo","Crédito 60 días","300","550","2","21","2","19","1100","600","500","45.45","1236.34","-136.34","88.97"
"1772830661555","INV-01360","2026-03-03","Jumbo","Smart TV LG 55","María López","Santo Domingo","Crédito 60 días","450","850","13","59","13","46","11050","5850","5200","47.06","12852.25","-1802.25","85.98"
"1772830661555","INV-01361","2026-03-04","Agora Mall","Smart TV LG 55","Andrés Batista","Santo Domingo","Crédito 60 días","450","850","6","50","6","44","5100","2700","2400","47.06","4909.25","190.75","103.89"
"1772830661555","INV-01361","2026-03-04","Agora Mall","Servidor HP","Andrés Batista","Santo Domingo","Crédito 60 días","1500","2500","19","22","19","3","47500","28500","19000","40.00","52677.7","-5177.7","90.17"
"1772830661555","INV-01361","2026-03-04","Agora Mall","Mouse Gamer","Andrés Batista","Santo Domingo","Crédito 60 días","35","70","12","19","12","7","840","420","420","50.00","718.16","121.84","116.97"
"1772830661555","INV-01361","2026-03-04","Agora Mall","Mouse Gamer","Andrés Batista","Santo Domingo","Crédito 60 días","35","70","13","21","13","8","910","455","455","50.00","916.15","-6.15","99.33"
"1772830661555","INV-01361","2026-03-04","Agora Mall","Memoria RAM 16GB","Andrés Batista","Santo Domingo","Crédito 60 días","45","95","18","51","18","33","1710","810","900","52.63","1535.49","174.51","111.37"
"1772830661555","INV-01362","2026-03-03","Banco BHD","Disco Externo 2TB","Ana Rodríguez","Distrito Nacional","Transferencia","70","140","10","34","10","24","1400","700","700","50.00","1633.92","-233.92","85.68"
"1772830661555","INV-01362","2026-03-03","Banco BHD","Scanner Fujitsu","Ana Rodríguez","Distrito Nacional","Transferencia","220","420","2","32","2","30","840","440","400","47.62","943.8","-103.8","89.00"
"1772830661555","INV-01362","2026-03-03","Banco BHD","Proyector Epson","Ana Rodríguez","Distrito Nacional","Transferencia","300","600","19","53","19","34","11400","5700","5700","50.00","10208.61","1191.39","111.67"
"1772830661555","INV-01363","2026-03-01","Ferretería Ochoa","Smartwatch Samsung","Andrés Batista","Santo Domingo","Transferencia","180","350","8","12","8","4","2800","1440","1360","48.57","3097.47","-297.47","90.40"
"1772830661555","INV-01363","2026-03-01","Ferretería Ochoa","Monitor LG 27","Andrés Batista","Santo Domingo","Transferencia","180","320","10","59","10","49","3200","1800","1400","43.75","2761.68","438.32","115.87"
"1772830661555","INV-01363","2026-03-01","Ferretería Ochoa","Xbox Series X","Andrés Batista","Santo Domingo","Transferencia","420","680","13","30","13","17","8840","5460","3380","38.24","10488.66","-1648.66","84.28"
"1772830661555","INV-01363","2026-03-01","Ferretería Ochoa","Router TP-Link","Andrés Batista","Santo Domingo","Transferencia","60","120","5","36","5","31","600","300","300","50.00","588.11","11.89","102.02"
"1772830661555","INV-01363","2026-03-01","Ferretería Ochoa","Disco SSD 1TB","Andrés Batista","Santo Domingo","Transferencia","90","180","8","49","8","41","1440","720","720","50.00","1296.22","143.78","111.09"
"1772830661555","INV-01364","2026-02-28","Plaza Central","Cámara Canon","Laura Fernández","Santo Domingo","Transferencia","600","1000","17","62","17","45","17000","10200","6800","40.00","16313.26","686.74","104.21"
"1772830661555","INV-01364","2026-02-28","Plaza Central","Proyector Epson","Laura Fernández","Santo Domingo","Transferencia","300","600","8","17","8","9","4800","2400","2400","50.00","5067.1","-267.1","94.73"
"1772830661555","INV-01365","2026-03-02","Pasteurizadora Rica","Samsung Galaxy S23","Juan Peña","Este","Crédito 30 días","700","1100","17","21","17","4","18700","11900","6800","36.36","22183.42","-3483.42","84.30"
"1772830661555","INV-01366","2026-03-02","Farmacia GBC","Audífonos Sony","Sofía Gómez","Norte","Crédito 60 días","200","380","20","48","20","28","7600","4000","3600","47.37","6545.82","1054.18","116.10"
"1772830661555","INV-01366","2026-03-02","Farmacia GBC","Mouse Gamer","Sofía Gómez","Norte","Crédito 60 días","35","70","6","42","6","36","420","210","210","50.00","412.11","7.89","101.92"
"1772830661555","INV-01366","2026-03-02","Farmacia GBC","Smartwatch Samsung","Sofía Gómez","Norte","Crédito 60 días","180","350","14","19","14","5","4900","2520","2380","48.57","5185.97","-285.97","94.49"
"1772830661555","INV-01367","2026-03-03","Cervecería Nacional Dominicana","Proyector Epson","Juan Peña","Santo Domingo","Transferencia","300","600","2","8","2","6","1200","600","600","50.00","1248.12","-48.12","96.14"
"1772830661555","INV-01367","2026-03-03","Cervecería Nacional Dominicana","RTX 4070","Juan Peña","Santo Domingo","Transferencia","500","850","8","9","8","1","6800","4000","2800","41.18","7928.06","-1128.06","85.77"
"1772830661555","INV-01367","2026-03-03","Cervecería Nacional Dominicana","Monitor LG 27","Juan Peña","Santo Domingo","Transferencia","180","320","17","51","17","34","5440","3060","2380","43.75","6149.86","-709.86","88.46"
"1772830661555","INV-01367","2026-03-03","Cervecería Nacional Dominicana","Teclado Logitech","Juan Peña","Santo Domingo","Transferencia","40","85","15","40","15","25","1275","600","675","52.94","1262.78","12.22","100.97"
"1772830661555","INV-01367","2026-03-03","Cervecería Nacional Dominicana","Smart TV LG 55","Juan Peña","Santo Domingo","Transferencia","450","850","18","59","18","41","15300","8100","7200","47.06","17725.28","-2425.28","86.32"
"1772830661555","INV-01368","2026-03-02","Helados Bon","Audífonos Sony","Juan Peña","Distrito Nacional","Tarjeta","200","380","20","32","20","12","7600","4000","3600","47.37","8125.77","-525.77","93.53"
"1772830661555","INV-01368","2026-03-02","Helados Bon","Impresora Epson","Juan Peña","Distrito Nacional","Tarjeta","150","320","11","14","11","3","3520","1650","1870","53.13","4022.07","-502.07","87.52"
"1772830661555","INV-01368","2026-03-02","Helados Bon","Switch Cisco","Juan Peña","Distrito Nacional","Tarjeta","700","1200","19","50","19","31","22800","13300","9500","41.67","25167.78","-2367.78","90.59"
"1772830661555","INV-01369","2026-03-03","PriceSmart RD","Mouse Gamer","Ana Rodríguez","Norte","Transferencia","35","70","13","19","13","6","910","455","455","50.00","913.03","-3.03","99.67"
"1772830661555","INV-01369","2026-03-03","PriceSmart RD","Xbox Series X","Ana Rodríguez","Norte","Transferencia","420","680","6","35","6","29","4080","2520","1560","38.24","4457.14","-377.14","91.54"
"1772830661555","INV-01369","2026-03-03","PriceSmart RD","RTX 4070","Ana Rodríguez","Norte","Transferencia","500","850","3","24","3","21","2550","1500","1050","41.18","2834.88","-284.88","89.95"
"1772830661555","INV-01369","2026-03-03","PriceSmart RD","Mouse Gamer","Ana Rodríguez","Norte","Transferencia","35","70","13","40","13","27","910","455","455","50.00","985.4","-75.4","92.35"
"1772830661555","INV-01370","2026-03-04","Cap Cana","Surface Pro","Ana Rodríguez","Norte","Crédito 30 días","850","1350","5","53","5","48","6750","4250","2500","37.04","6711.48","38.52","100.57"
"1772830661555","INV-01370","2026-03-04","Cap Cana","Teclado Logitech","Ana Rodríguez","Norte","Crédito 30 días","40","85","19","34","19","15","1615","760","855","52.94","1895.96","-280.96","85.18"
"1772830661555","INV-01370","2026-03-04","Cap Cana","Scanner Fujitsu","Ana Rodríguez","Norte","Crédito 30 días","220","420","20","51","20","31","8400","4400","4000","47.62","8254.65","145.35","101.76"
"1772830661555","INV-01371","2026-03-01","Carrefour RD","Disco SSD 1TB","María López","Sur","Transferencia","90","180","18","31","18","13","3240","1620","1620","50.00","3348.02","-108.02","96.77"
"1772830661555","INV-01371","2026-03-01","Carrefour RD","Scanner Fujitsu","María López","Sur","Transferencia","220","420","5","7","5","2","2100","1100","1000","47.62","2080.7","19.3","100.93"
"1772830661555","INV-01371","2026-03-01","Carrefour RD","Cámara Canon","María López","Sur","Transferencia","600","1000","1","2","1","1","1000","600","400","40.00","992.36","7.64","100.77"
"1772830661555","INV-01371","2026-03-01","Carrefour RD","Surface Pro","María López","Sur","Transferencia","850","1350","12","58","12","46","16200","10200","6000","37.04","18689.96","-2489.96","86.68"
"1772830661555","INV-01371","2026-03-01","Carrefour RD","Surface Pro","María López","Sur","Transferencia","850","1350","5","17","5","12","6750","4250","2500","37.04","6927.32","-177.32","97.44"
"1772830661555","INV-01372","2026-02-28","Grupo SID","Mouse Gamer","Juan Peña","Este","Crédito 30 días","35","70","18","25","18","7","1260","630","630","50.00","1478.97","-218.97","85.19"
"1772830661555","INV-01372","2026-02-28","Grupo SID","Surface Pro","Juan Peña","Este","Crédito 30 días","850","1350","6","29","6","23","8100","5100","3000","37.04","8327.09","-227.09","97.27"
"1772830661555","INV-01372","2026-02-28","Grupo SID","Disco Externo 2TB","Juan Peña","Este","Crédito 30 días","70","140","13","36","13","23","1820","910","910","50.00","2168.74","-348.74","83.92"
"1772830661555","INV-01373","2026-03-03","Hotel Jaragua","Tablet iPad","Andrés Batista","Sur","Transferencia","300","550","16","46","16","30","8800","4800","4000","45.45","9504.22","-704.22","92.59"
"1772830661555","INV-01373","2026-03-03","Hotel Jaragua","Servidor HP","Andrés Batista","Sur","Transferencia","1500","2500","2","2","2","0","5000","3000","2000","40.00","4533.83","466.17","110.28"
"1772830661555","INV-01374","2026-03-01","Centro Cuesta Nacional","Smartwatch Samsung","Ana Rodríguez","Sur","Transferencia","180","350","18","35","18","17","6300","3240","3060","48.57","5916.6","383.4","106.48"
"1772830661555","INV-01375","2026-03-03","Cecomsa","Samsung Galaxy S23","Juan Peña","Sur","Transferencia","700","1100","8","15","8","7","8800","5600","3200","36.36","8023.18","776.82","109.68"
"1772830661555","INV-01375","2026-03-03","Cecomsa","Access Point","Juan Peña","Sur","Transferencia","120","240","3","22","3","19","720","360","360","50.00","613.35","106.65","117.39"
"1772830661555","INV-01375","2026-03-03","Cecomsa","Router TP-Link","Juan Peña","Sur","Transferencia","60","120","16","48","16","32","1920","960","960","50.00","2251.15","-331.15","85.29"
"1772830661555","INV-01375","2026-03-03","Cecomsa","UPS APC","Juan Peña","Sur","Transferencia","200","380","9","36","9","27","3420","1800","1620","47.37","3822.8","-402.8","89.46"
"1772830661555","INV-01375","2026-03-03","Cecomsa","Tablet iPad","Juan Peña","Sur","Transferencia","300","550","18","38","18","20","9900","5400","4500","45.45","11673.45","-1773.45","84.81"
"1772830661555","INV-01376","2026-03-01","Hiper Uno","Disco SSD 1TB","Ana Rodríguez","Sur","Contado","90","180","4","47","4","43","720","360","360","50.00","815.71","-95.71","88.27"
"1772830661555","INV-01376","2026-03-01","Hiper Uno","Tablet iPad","Ana Rodríguez","Sur","Contado","300","550","20","58","20","38","11000","6000","5000","45.45","11434.84","-434.84","96.20"
"1772830661555","INV-01376","2026-03-01","Hiper Uno","Proyector Epson","Ana Rodríguez","Sur","Contado","300","600","15","46","15","31","9000","4500","4500","50.00","10237.35","-1237.35","87.91"
"1772830661555","INV-01376","2026-03-01","Hiper Uno","Lenovo ThinkPad","Ana Rodríguez","Sur","Contado","950","1500","5","29","5","24","7500","4750","2750","36.67","7018.82","481.18","106.86"
"1772830661555","INV-01377","2026-02-28","Omega Tech","MacBook Air M2","Andrés Batista","Este","Contado","900","1400","19","62","19","43","26600","17100","9500","35.71","27129.99","-529.99","98.05"
"1772830661555","INV-01377","2026-02-28","Omega Tech","Disco Externo 2TB","Andrés Batista","Este","Contado","70","140","2","9","2","7","280","140","140","50.00","279.82","0.18","100.06"
"1772830661555","INV-01377","2026-02-28","Omega Tech","Proyector Epson","Andrés Batista","Este","Contado","300","600","19","46","19","27","11400","5700","5700","50.00","10415.5","984.5","109.45"
"1772830661555","INV-01377","2026-02-28","Omega Tech","Disco Externo 2TB","Andrés Batista","Este","Contado","70","140","20","48","20","28","2800","1400","1400","50.00","3258.82","-458.82","85.92"
"1772830661555","INV-01377","2026-02-28","Omega Tech","Tablet iPad","Andrés Batista","Este","Contado","300","550","18","38","18","20","9900","5400","4500","45.45","11154.26","-1254.26","88.76"
"1772830661555","INV-01378","2026-02-28","Centro Cuesta Nacional","Scanner Fujitsu","Sofía Gómez","Norte","Crédito 30 días","220","420","5","47","5","42","2100","1100","1000","47.62","2225.94","-125.94","94.34"
"1772830661555","INV-01378","2026-02-28","Centro Cuesta Nacional","Teclado Logitech","Sofía Gómez","Norte","Crédito 30 días","40","85","5","7","5","2","425","200","225","52.94","377.6","47.4","112.55"
"1772830661555","INV-01379","2026-03-01","Mercasid","MacBook Air M2","Luis Herrera","Norte","Contado","900","1400","15","20","15","5","21000","13500","7500","35.71","24145.54","-3145.54","86.97"
"1772830661555","INV-01379","2026-03-01","Mercasid","RTX 4070","Luis Herrera","Norte","Contado","500","850","17","20","17","3","14450","8500","5950","41.18","13582.36","867.64","106.39"
"1772830661555","INV-01380","2026-03-02","TechCam Comercial","Smart TV LG 55","Ana Rodríguez","Norte","Contado","450","850","17","46","17","29","14450","7650","6800","47.06","15537.17","-1087.17","93.00"
"1772830661555","INV-01381","2026-03-02","Farmacia Carol","PlayStation 5","Ana Rodríguez","Distrito Nacional","Transferencia","400","650","15","48","15","33","9750","6000","3750","38.46","11576.49","-1826.49","84.22"
"1772830661555","INV-01381","2026-03-02","Farmacia Carol","Cámara Canon","Ana Rodríguez","Distrito Nacional","Transferencia","600","1000","15","62","15","47","15000","9000","6000","40.00","15165.3","-165.3","98.91"
"1772830661555","INV-01381","2026-03-02","Farmacia Carol","Cámara Canon","Ana Rodríguez","Distrito Nacional","Transferencia","600","1000","4","18","4","14","4000","2400","1600","40.00","4298.79","-298.79","93.05"
"1772830661555","INV-01382","2026-03-03","Plaza Lama","Cámara Canon","Sofía Gómez","Distrito Nacional","Transferencia","600","1000","3","10","3","7","3000","1800","1200","40.00","2760.16","239.84","108.69"
"1772830661555","INV-01382","2026-03-03","Plaza Lama","PlayStation 5","Sofía Gómez","Distrito Nacional","Transferencia","400","650","18","27","18","9","11700","7200","4500","38.46","13268.98","-1568.98","88.18"
"1772830661555","INV-01382","2026-03-03","Plaza Lama","Scanner Fujitsu","Sofía Gómez","Distrito Nacional","Transferencia","220","420","1","35","1","34","420","220","200","47.62","451.22","-31.22","93.08"
"1772830661555","INV-01382","2026-03-03","Plaza Lama","Disco Externo 2TB","Sofía Gómez","Distrito Nacional","Transferencia","70","140","9","54","9","45","1260","630","630","50.00","1357.36","-97.36","92.83"
"1772830661555","INV-01383","2026-03-01","Grupo Corripio","Apple Watch","Andrés Batista","Distrito Nacional","Tarjeta","250","450","6","28","6","22","2700","1500","1200","44.44","2379.52","320.48","113.47"
"1772830661555","INV-01383","2026-03-01","Grupo Corripio","MacBook Air M2","Andrés Batista","Distrito Nacional","Tarjeta","900","1400","5","9","5","4","7000","4500","2500","35.71","5998.7","1001.3","116.69"
"1772830661555","INV-01383","2026-03-01","Grupo Corripio","Smart TV LG 55","Andrés Batista","Distrito Nacional","Tarjeta","450","850","11","48","11","37","9350","4950","4400","47.06","10746.48","-1396.48","87.01"
"1772830661555","INV-01383","2026-03-01","Grupo Corripio","Surface Pro","Andrés Batista","Distrito Nacional","Tarjeta","850","1350","11","51","11","40","14850","9350","5500","37.04","16827.38","-1977.38","88.25"
"1772830661555","INV-01383","2026-03-01","Grupo Corripio","Impresora Epson","Andrés Batista","Distrito Nacional","Tarjeta","150","320","1","26","1","25","320","150","170","53.13","298.8","21.2","107.10"
"1772830661555","INV-01384","2026-03-04","Casa Cuesta","Smart TV LG 55","Luis Herrera","Norte","Crédito 60 días","450","850","9","39","9","30","7650","4050","3600","47.06","7309.6","340.4","104.66"
"1772830661555","INV-01384","2026-03-04","Casa Cuesta","iPhone 14 Pro","Luis Herrera","Norte","Crédito 60 días","850","1300","9","54","9","45","11700","7650","4050","34.62","11391.08","308.92","102.71"
"1772830661555","INV-01384","2026-03-04","Casa Cuesta","iPhone 14 Pro","Luis Herrera","Norte","Crédito 60 días","850","1300","6","28","6","22","7800","5100","2700","34.62","8830.4","-1030.4","88.33"
"1772830661555","INV-01384","2026-03-04","Casa Cuesta","Access Point","Luis Herrera","Norte","Crédito 60 días","120","240","12","35","12","23","2880","1440","1440","50.00","3162.72","-282.72","91.06"
"1772830661555","INV-01385","2026-03-01","Blue Mall","Teclado Logitech","María López","Este","Contado","40","85","1","3","1","2","85","40","45","52.94","76.07","8.93","111.74"
"1772830661555","INV-01385","2026-03-01","Blue Mall","Cámara Canon","María López","Este","Contado","600","1000","14","58","14","44","14000","8400","5600","40.00","14798.68","-798.68","94.60"
"1772830661555","INV-01385","2026-03-01","Blue Mall","Apple Watch","María López","Este","Contado","250","450","4","49","4","45","1800","1000","800","44.44","2047.17","-247.17","87.93"
"1772830661555","INV-01385","2026-03-01","Blue Mall","Lenovo ThinkPad","María López","Este","Contado","950","1500","11","30","11","19","16500","10450","6050","36.67","17477.2","-977.2","94.41"
"1772830661555","INV-01386","2026-02-28","Farmacia Carol","Teclado Logitech","Carlos Méndez","Este","Transferencia","40","85","15","15","15","0","1275","600","675","52.94","1375.83","-100.83","92.67"
