Lote,IdVenta,Fecha,Cliente,Producto,Vendedor,Region,CondicionPago,Precio_Compra,Precio_Venta,Cantidad,Entrada_Stock,Salida_Venta,Stock_Actual,Ingresos,Costos,Margen,Porc_Margen,Meta,Diferencia,Porc_Cumpl
"1772828033059","INV-00006","2025-04-04","Jumbo","Teclado Logitech","Miguel Vargas","Sur","Tarjeta","40","85","18","42","18","24","1530","720","810","52.94","1653.19","-123.19","92.55"
"1772828033059","INV-00006","2025-04-04","Jumbo","iPhone 14 Pro","Miguel Vargas","Sur","Tarjeta","850","1300","13","25","13","12","16900","11050","5850","34.62","16323.88","576.12","103.53"
"1772828033059","INV-00006","2025-04-04","Jumbo","Teclado Logitech","Miguel Vargas","Sur","Tarjeta","40","85","16","55","16","39","1360","640","720","52.94","1553.9","-193.9","87.52"
"1772828033059","INV-00006","2025-04-04","Jumbo","Mouse Gamer","Miguel Vargas","Sur","Tarjeta","35","70","8","15","8","7","560","280","280","50.00","595.71","-35.71","94.01"
"1772828033059","INV-00007","2025-08-27","Sambil","Apple Watch","Laura Fernández","Distrito Nacional","Crédito 60 días","250","450","13","36","13","23","5850","3250","2600","44.44","5595.69","254.31","104.54"
"1772828033059","INV-00007","2025-08-27","Sambil","Access Point","Laura Fernández","Distrito Nacional","Crédito 60 días","120","240","7","11","7","4","1680","840","840","50.00","1979.37","-299.37","84.88"
"1772828033059","INV-00007","2025-08-27","Sambil","Memoria RAM 16GB","Laura Fernández","Distrito Nacional","Crédito 60 días","45","95","6","40","6","34","570","270","300","52.63","562.45","7.55","101.34"
"1772828033059","INV-00008","2024-12-25","Carrefour RD","Audífonos Sony","Luis Herrera","Este","Transferencia","200","380","16","41","16","25","6080","3200","2880","47.37","5359.23","720.77","113.45"
"1772828033059","INV-00008","2024-12-25","Carrefour RD","Mouse Gamer","Luis Herrera","Este","Transferencia","35","70","18","30","18","12","1260","630","630","50.00","1194.18","65.82","105.51"
"1772828033059","INV-00009","2025-01-09","Iqtek","PlayStation 5","Luis Herrera","Santo Domingo","Crédito 30 días","400","650","19","30","19","11","12350","7600","4750","38.46","12849.1","-499.1","96.12"
"1772828033059","INV-00009","2025-01-09","Iqtek","Apple Watch","Luis Herrera","Santo Domingo","Crédito 30 días","250","450","4","50","4","46","1800","1000","800","44.44","1768.24","31.76","101.80"
"1772828033059","INV-00009","2025-01-09","Iqtek","Switch Cisco","Luis Herrera","Santo Domingo","Crédito 30 días","700","1200","12","40","12","28","14400","8400","6000","41.67","13030.96","1369.04","110.51"
"1772828033059","INV-00009","2025-01-09","Iqtek","UPS APC","Luis Herrera","Santo Domingo","Crédito 30 días","200","380","19","60","19","41","7220","3800","3420","47.37","6529.49","690.51","110.58"
"1772828033059","INV-00010","2024-12-31","Plaza Lama Oriental","Samsung Galaxy S23","Andrés Batista","Este","Tarjeta","700","1100","4","11","4","7","4400","2800","1600","36.36","4390.96","9.04","100.21"
"1772828033059","INV-00010","2024-12-31","Plaza Lama Oriental","PlayStation 5","Andrés Batista","Este","Tarjeta","400","650","18","28","18","10","11700","7200","4500","38.46","11726.35","-26.35","99.78"
"1772828033059","INV-00010","2024-12-31","Plaza Lama Oriental","Smartwatch Samsung","Andrés Batista","Este","Tarjeta","180","350","4","46","4","42","1400","720","680","48.57","1223.74","176.26","114.40"
"1772828033059","INV-00011","2025-12-30","Cecomsa","MacBook Air M2","Ana Rodríguez","Este","Crédito 30 días","900","1400","3","6","3","3","4200","2700","1500","35.71","4968.1","-768.1","84.54"
"1772828033059","INV-00012","2025-08-10","Grupo Rica","Disco Externo 2TB","Ana Rodríguez","Santo Domingo","Transferencia","70","140","15","40","15","25","2100","1050","1050","50.00","1988.43","111.57","105.61"
"1772828033059","INV-00012","2025-08-10","Grupo Rica","Monitor LG 27","Ana Rodríguez","Santo Domingo","Transferencia","180","320","16","38","16","22","5120","2880","2240","43.75","5820.39","-700.39","87.97"
"1772828033059","INV-00012","2025-08-10","Grupo Rica","UPS APC","Ana Rodríguez","Santo Domingo","Transferencia","200","380","4","41","4","37","1520","800","720","47.37","1434.24","85.76","105.98"
"1772828033059","INV-00012","2025-08-10","Grupo Rica","PlayStation 5","Ana Rodríguez","Santo Domingo","Transferencia","400","650","4","30","4","26","2600","1600","1000","38.46","2813.61","-213.61","92.41"
"1772828033059","INV-00013","2025-09-20","Banco Popular","Access Point","Andrés Batista","Este","Crédito 30 días","120","240","8","18","8","10","1920","960","960","50.00","2026.97","-106.97","94.72"
"1772828033059","INV-00014","2024-09-28","Omega Tech","Proyector Epson","Andrés Batista","Sur","Crédito 30 días","300","600","18","53","18","35","10800","5400","5400","50.00","11953.71","-1153.71","90.35"
"1772828033059","INV-00014","2024-09-28","Omega Tech","Access Point","Andrés Batista","Sur","Crédito 30 días","120","240","2","24","2","22","480","240","240","50.00","472.56","7.44","101.57"
"1772828033059","INV-00015","2024-03-25","Carrefour RD","Scanner Fujitsu","Carlos Méndez","Este","Crédito 30 días","220","420","17","53","17","36","7140","3740","3400","47.62","7877.96","-737.96","90.63"
"1772828033059","INV-00015","2024-03-25","Carrefour RD","Xbox Series X","Carlos Méndez","Este","Crédito 30 días","420","680","18","35","18","17","12240","7560","4680","38.24","13353.86","-1113.86","91.66"
"1772828033059","INV-00015","2024-03-25","Carrefour RD","Router TP-Link","Carlos Méndez","Este","Crédito 30 días","60","120","17","53","17","36","2040","1020","1020","50.00","2417.67","-377.67","84.38"
"1772828033059","INV-00016","2025-06-20","Banco BHD","Tablet iPad","Miguel Vargas","Santo Domingo","Crédito 60 días","300","550","5","35","5","30","2750","1500","1250","45.45","2364.56","385.44","116.30"
"1772828033059","INV-00016","2025-06-20","Banco BHD","Laptop Dell XPS","Miguel Vargas","Santo Domingo","Crédito 60 días","800","1200","1","29","1","28","1200","800","400","33.33","1221.32","-21.32","98.25"
"1772828033059","INV-00017","2024-09-11","Helados Bon","Switch Cisco","Miguel Vargas","Este","Transferencia","700","1200","13","27","13","14","15600","9100","6500","41.67","17445.75","-1845.75","89.42"
"1772828033059","INV-00017","2024-09-11","Helados Bon","Disco Externo 2TB","Miguel Vargas","Este","Transferencia","70","140","8","57","8","49","1120","560","560","50.00","1287.35","-167.35","87.00"
"1772828033059","INV-00018","2024-05-07","Hipermercado Olé","Samsung Galaxy S23","Luis Herrera","Este","Tarjeta","700","1100","1","28","1","27","1100","700","400","36.36","1234.2","-134.2","89.13"
"1772828033059","INV-00018","2024-05-07","Hipermercado Olé","Scanner Fujitsu","Luis Herrera","Este","Tarjeta","220","420","13","48","13","35","5460","2860","2600","47.62","6317.55","-857.55","86.43"
"1772828033059","INV-00018","2024-05-07","Hipermercado Olé","Memoria RAM 16GB","Luis Herrera","Este","Tarjeta","45","95","18","46","18","28","1710","810","900","52.63","1628.65","81.35","104.99"
"1772828033059","INV-00018","2024-05-07","Hipermercado Olé","Laptop Dell XPS","Luis Herrera","Este","Tarjeta","800","1200","3","12","3","9","3600","2400","1200","33.33","3742.2","-142.2","96.20"
"1772828033059","INV-00019","2025-11-21","Casa Mora","Impresora Epson","Pedro Castillo","Este","Tarjeta","150","320","16","27","16","11","5120","2400","2720","53.13","4699.62","420.38","108.95"
"1772828033059","INV-00019","2025-11-21","Casa Mora","Teclado Logitech","Pedro Castillo","Este","Tarjeta","40","85","5","50","5","45","425","200","225","52.94","421.59","3.41","100.81"
"1772828033059","INV-00019","2025-11-21","Casa Mora","MacBook Air M2","Pedro Castillo","Este","Tarjeta","900","1400","19","32","19","13","26600","17100","9500","35.71","26436.53","163.47","100.62"
"1772828033059","INV-00019","2025-11-21","Casa Mora","Apple Watch","Pedro Castillo","Este","Tarjeta","250","450","4","27","4","23","1800","1000","800","44.44","2137.39","-337.39","84.21"
"1772828033059","INV-00020","2024-09-05","TechCam Comercial","Audífonos Sony","Juan Peña","Distrito Nacional","Transferencia","200","380","14","29","14","15","5320","2800","2520","47.37","4894.08","425.92","108.70"
"1772828033059","INV-00020","2024-09-05","TechCam Comercial","Router TP-Link","Juan Peña","Distrito Nacional","Transferencia","60","120","1","35","1","34","120","60","60","50.00","130.39","-10.39","92.03"
"1772828033059","INV-00020","2024-09-05","TechCam Comercial","Disco SSD 1TB","Juan Peña","Distrito Nacional","Transferencia","90","180","4","5","4","1","720","360","360","50.00","703.95","16.05","102.28"
"1772828033059","INV-00020","2024-09-05","TechCam Comercial","Cámara Canon","Juan Peña","Distrito Nacional","Transferencia","600","1000","16","31","16","15","16000","9600","6400","40.00","14992","1008","106.72"
"1772828033059","INV-00021","2025-11-25","TechCam Comercial","Laptop Dell XPS","María López","Sur","Crédito 30 días","800","1200","5","33","5","28","6000","4000","2000","33.33","5723.9","276.1","104.82"
"1772828033059","INV-00022","2024-05-11","Casa Mora","RTX 4070","Juan Peña","Norte","Crédito 60 días","500","850","18","54","18","36","15300","9000","6300","41.18","17843.32","-2543.32","85.75"
"1772828033059","INV-00023","2024-06-27","Claro Dominicana","Smart TV LG 55","Sofía Gómez","Sur","Contado","450","850","13","27","13","14","11050","5850","5200","47.06","9536.19","1513.81","115.87"
"1772828033059","INV-00024","2025-11-12","Plaza Lama","Proyector Epson","Sofía Gómez","Sur","Crédito 30 días","300","600","1","9","1","8","600","300","300","50.00","654.39","-54.39","91.69"
"1772828033059","INV-00024","2025-11-12","Plaza Lama","Lenovo ThinkPad","Sofía Gómez","Sur","Crédito 30 días","950","1500","3","21","3","18","4500","2850","1650","36.67","4949.19","-449.19","90.92"
"1772828033059","INV-00024","2025-11-12","Plaza Lama","Impresora HP Laser","Sofía Gómez","Sur","Crédito 30 días","180","350","10","39","10","29","3500","1800","1700","48.57","3069.03","430.97","114.04"
"1772828033059","INV-00024","2025-11-12","Plaza Lama","Scanner Fujitsu","Sofía Gómez","Sur","Crédito 30 días","220","420","6","43","6","37","2520","1320","1200","47.62","2440.07","79.93","103.28"
"1772828033059","INV-00024","2025-11-12","Plaza Lama","PlayStation 5","Sofía Gómez","Sur","Crédito 30 días","400","650","8","38","8","30","5200","3200","2000","38.46","4622.3","577.7","112.50"
"1772828033059","INV-00025","2025-03-16","Plaza Central","Servidor HP","Pedro Castillo","Distrito Nacional","Transferencia","1500","2500","17","51","17","34","42500","25500","17000","40.00","43332.55","-832.55","98.08"
"1772828033059","INV-00026","2024-06-20","Pasteurizadora Rica","Cámara Canon","Luis Herrera","Sur","Tarjeta","600","1000","17","48","17","31","17000","10200","6800","40.00","17926.47","-926.47","94.83"
"1772828033059","INV-00026","2024-06-20","Pasteurizadora Rica","Monitor LG 27","Luis Herrera","Sur","Tarjeta","180","320","14","43","14","29","4480","2520","1960","43.75","3936.9","543.1","113.80"
"1772828033059","INV-00026","2024-06-20","Pasteurizadora Rica","Audífonos Sony","Luis Herrera","Sur","Tarjeta","200","380","19","35","19","16","7220","3800","3420","47.37","7743.14","-523.14","93.24"
"1772828033059","INV-00026","2024-06-20","Pasteurizadora Rica","Access Point","Luis Herrera","Sur","Tarjeta","120","240","17","28","17","11","4080","2040","2040","50.00","4306.95","-226.95","94.73"
"1772828033059","INV-00026","2024-06-20","Pasteurizadora Rica","iPhone 14 Pro","Luis Herrera","Sur","Tarjeta","850","1300","1","9","1","8","1300","850","450","34.62","1308.28","-8.28","99.37"
"1772828033059","INV-00027","2024-12-01","Hotel Embajador","Lenovo ThinkPad","Laura Fernández","Norte","Crédito 60 días","950","1500","6","33","6","27","9000","5700","3300","36.67","10583.26","-1583.26","85.04"
"1772828033059","INV-00027","2024-12-01","Hotel Embajador","Laptop Dell XPS","Laura Fernández","Norte","Crédito 60 días","800","1200","13","22","13","9","15600","10400","5200","33.33","13388.1","2211.9","116.52"
"1772828033059","INV-00027","2024-12-01","Hotel Embajador","Disco Externo 2TB","Laura Fernández","Norte","Crédito 60 días","70","140","3","37","3","34","420","210","210","50.00","386.62","33.38","108.63"
"1772828033059","INV-00028","2025-07-18","Unicentro Plaza","Servidor HP","Juan Peña","Distrito Nacional","Crédito 60 días","1500","2500","1","16","1","15","2500","1500","1000","40.00","2685.61","-185.61","93.09"
"1772828033059","INV-00028","2025-07-18","Unicentro Plaza","PlayStation 5","Juan Peña","Distrito Nacional","Crédito 60 días","400","650","14","15","14","1","9100","5600","3500","38.46","9682.39","-582.39","93.99"
"1772828033059","INV-00029","2025-12-18","Grupo Corripio","Access Point","Carlos Méndez","Este","Transferencia","120","240","15","35","15","20","3600","1800","1800","50.00","4103.66","-503.66","87.73"
"1772828033059","INV-00029","2025-12-18","Grupo Corripio","Smartwatch Samsung","Carlos Méndez","Este","Transferencia","180","350","17","25","17","8","5950","3060","2890","48.57","6103.62","-153.62","97.48"
"1772828033059","INV-00029","2025-12-18","Grupo Corripio","PlayStation 5","Carlos Méndez","Este","Transferencia","400","650","10","52","10","42","6500","4000","2500","38.46","7120.88","-620.88","91.28"
"1772828033059","INV-00030","2024-02-17","Pasteurizadora Rica","Impresora Epson","Luis Herrera","Este","Crédito 30 días","150","320","2","22","2","20","640","300","340","53.13","601.79","38.21","106.35"
"1772828033059","INV-00030","2024-02-17","Pasteurizadora Rica","UPS APC","Luis Herrera","Este","Crédito 30 días","200","380","12","27","12","15","4560","2400","2160","47.37","4287.74","272.26","106.35"
"1772828033059","INV-00031","2024-11-13","Farmacia GBC","Apple Watch","Juan Peña","Norte","Contado","250","450","15","42","15","27","6750","3750","3000","44.44","7939.71","-1189.71","85.02"
"1772828033059","INV-00031","2024-11-13","Farmacia GBC","Monitor LG 27","Juan Peña","Norte","Contado","180","320","14","46","14","32","4480","2520","1960","43.75","4652.48","-172.48","96.29"
"1772828033059","INV-00031","2024-11-13","Farmacia GBC","Servidor HP","Juan Peña","Norte","Contado","1500","2500","17","36","17","19","42500","25500","17000","40.00","37038.46","5461.54","114.75"
"1772828033059","INV-00031","2024-11-13","Farmacia GBC","Tablet iPad","Juan Peña","Norte","Contado","300","550","15","42","15","27","8250","4500","3750","45.45","8229.97","20.03","100.24"
"1772828033059","INV-00031","2024-11-13","Farmacia GBC","Teclado Logitech","Juan Peña","Norte","Contado","40","85","16","59","16","43","1360","640","720","52.94","1351.14","8.86","100.66"
"1772828033059","INV-00032","2024-12-26","Grupo Ramos","Laptop Dell XPS","Laura Fernández","Distrito Nacional","Transferencia","800","1200","7","22","7","15","8400","5600","2800","33.33","8702.31","-302.31","96.53"
"1772828033059","INV-00032","2024-12-26","Grupo Ramos","Switch Cisco","Laura Fernández","Distrito Nacional","Transferencia","700","1200","10","41","10","31","12000","7000","5000","41.67","13746.09","-1746.09","87.30"
"1772828033059","INV-00033","2025-09-27","Cap Cana","Lenovo ThinkPad","Carlos Méndez","Este","Transferencia","950","1500","2","35","2","33","3000","1900","1100","36.67","3095.22","-95.22","96.92"
"1772828033059","INV-00033","2025-09-27","Cap Cana","Smart TV LG 55","Carlos Méndez","Este","Transferencia","450","850","10","33","10","23","8500","4500","4000","47.06","7590.54","909.46","111.98"
"1772828033059","INV-00033","2025-09-27","Cap Cana","Lenovo ThinkPad","Carlos Méndez","Este","Transferencia","950","1500","1","5","1","4","1500","950","550","36.67","1675.45","-175.45","89.53"
"1772828033059","INV-00033","2025-09-27","Cap Cana","UPS APC","Carlos Méndez","Este","Transferencia","200","380","16","47","16","31","6080","3200","2880","47.37","6553.26","-473.26","92.78"
"1772828033059","INV-00033","2025-09-27","Cap Cana","iPhone 14 Pro","Carlos Méndez","Este","Transferencia","850","1300","14","63","14","49","18200","11900","6300","34.62","18538.59","-338.59","98.17"
"1772828033059","INV-00034","2025-01-23","Jumbo","Access Point","Miguel Vargas","Distrito Nacional","Transferencia","120","240","4","27","4","23","960","480","480","50.00","925.39","34.61","103.74"
"1772828033059","INV-00035","2025-11-22","Agora Mall","MacBook Air M2","Luis Herrera","Distrito Nacional","Crédito 60 días","900","1400","19","25","19","6","26600","17100","9500","35.71","30164.56","-3564.56","88.18"
"1772828033059","INV-00035","2025-11-22","Agora Mall","Samsung Galaxy S23","Luis Herrera","Distrito Nacional","Crédito 60 días","700","1100","6","20","6","14","6600","4200","2400","36.36","6531.5","68.5","101.05"
"1772828033059","INV-00035","2025-11-22","Agora Mall","Disco SSD 1TB","Luis Herrera","Distrito Nacional","Crédito 60 días","90","180","20","49","20","29","3600","1800","1800","50.00","3512.08","87.92","102.50"
"1772828033059","INV-00035","2025-11-22","Agora Mall","Disco SSD 1TB","Luis Herrera","Distrito Nacional","Crédito 60 días","90","180","6","27","6","21","1080","540","540","50.00","929.67","150.33","116.17"
"1772828033059","INV-00035","2025-11-22","Agora Mall","Xbox Series X","Luis Herrera","Distrito Nacional","Crédito 60 días","420","680","16","35","16","19","10880","6720","4160","38.24","12267.22","-1387.22","88.69"
"1772828033059","INV-00036","2025-11-08","Grupo Rica","Mouse Gamer","Miguel Vargas","Este","Crédito 30 días","35","70","19","54","19","35","1330","665","665","50.00","1394.1","-64.1","95.40"
"1772828033059","INV-00036","2025-11-08","Grupo Rica","RTX 4070","Miguel Vargas","Este","Crédito 30 días","500","850","2","21","2","19","1700","1000","700","41.18","1716.75","-16.75","99.02"
"1772828033059","INV-00036","2025-11-08","Grupo Rica","iPhone 14 Pro","Miguel Vargas","Este","Crédito 30 días","850","1300","12","55","12","43","15600","10200","5400","34.62","17322.46","-1722.46","90.06"
"1772828033059","INV-00037","2025-05-19","Agua Planeta Azul","MacBook Air M2","Sofía Gómez","Santo Domingo","Crédito 60 días","900","1400","3","6","3","3","4200","2700","1500","35.71","4506.73","-306.73","93.19"
"1772828033059","INV-00038","2024-11-10","TechCam Comercial","MacBook Air M2","María López","Santo Domingo","Transferencia","900","1400","15","39","15","24","21000","13500","7500","35.71","22095.57","-1095.57","95.04"
"1772828033059","INV-00038","2024-11-10","TechCam Comercial","Impresora Epson","María López","Santo Domingo","Transferencia","150","320","3","35","3","32","960","450","510","53.13","1047.87","-87.87","91.61"
"1772828033059","INV-00039","2025-03-21","Ferretería Ochoa","Servidor HP","María López","Norte","Crédito 60 días","1500","2500","3","43","3","40","7500","4500","3000","40.00","8815.05","-1315.05","85.08"
"1772828033059","INV-00040","2025-06-20","Carrefour RD","Switch Cisco","Pedro Castillo","Distrito Nacional","Crédito 60 días","700","1200","5","24","5","19","6000","3500","2500","41.67","5175.17","824.83","115.94"
"1772828033059","INV-00040","2025-06-20","Carrefour RD","Lenovo ThinkPad","Pedro Castillo","Distrito Nacional","Crédito 60 días","950","1500","18","42","18","24","27000","17100","9900","36.67","28655.32","-1655.32","94.22"
"1772828033059","INV-00041","2024-03-15","Iqtek","Samsung Galaxy S23","Carlos Méndez","Sur","Crédito 60 días","700","1100","16","21","16","5","17600","11200","6400","36.36","20909.89","-3309.89","84.17"
"1772828033059","INV-00042","2024-01-20","Banco Popular","Proyector Epson","Laura Fernández","Este","Crédito 30 días","300","600","6","13","6","7","3600","1800","1800","50.00","4227.45","-627.45","85.16"
"1772828033059","INV-00042","2024-01-20","Banco Popular","Impresora Epson","Laura Fernández","Este","Crédito 30 días","150","320","14","58","14","44","4480","2100","2380","53.13","4259.99","220.01","105.16"
"1772828033059","INV-00042","2024-01-20","Banco Popular","iPhone 14 Pro","Laura Fernández","Este","Crédito 30 días","850","1300","17","30","17","13","22100","14450","7650","34.62","24398.07","-2298.07","90.58"
"1772828033059","INV-00042","2024-01-20","Banco Popular","UPS APC","Laura Fernández","Este","Crédito 30 días","200","380","1","2","1","1","380","200","180","47.37","424.97","-44.97","89.42"
"1772828033059","INV-00043","2025-05-22","Plaza Lama Oriental","Scanner Fujitsu","Miguel Vargas","Santo Domingo","Tarjeta","220","420","10","35","10","25","4200","2200","2000","47.62","3655.68","544.32","114.89"
"1772828033059","INV-00043","2025-05-22","Plaza Lama Oriental","Memoria RAM 16GB","Miguel Vargas","Santo Domingo","Tarjeta","45","95","1","19","1","18","95","45","50","52.63","94.11","0.89","100.94"
"1772828033059","INV-00043","2025-05-22","Plaza Lama Oriental","Teclado Logitech","Miguel Vargas","Santo Domingo","Tarjeta","40","85","20","31","20","11","1700","800","900","52.94","1549.37","150.63","109.72"
"1772828033059","INV-00043","2025-05-22","Plaza Lama Oriental","Scanner Fujitsu","Miguel Vargas","Santo Domingo","Tarjeta","220","420","4","44","4","40","1680","880","800","47.62","1859.39","-179.39","90.35"
"1772828033059","INV-00043","2025-05-22","Plaza Lama Oriental","Smart TV LG 55","Miguel Vargas","Santo Domingo","Tarjeta","450","850","9","54","9","45","7650","4050","3600","47.06","7061.78","588.22","108.33"
"1772828033059","INV-00044","2024-09-07","Plaza Lama Oriental","Laptop Dell XPS","Sofía Gómez","Este","Crédito 30 días","800","1200","7","52","7","45","8400","5600","2800","33.33","7977.5","422.5","105.30"
"1772828033059","INV-00044","2024-09-07","Plaza Lama Oriental","UPS APC","Sofía Gómez","Este","Crédito 30 días","200","380","5","24","5","19","1900","1000","900","47.37","2201.29","-301.29","86.31"
"1772828033059","INV-00044","2024-09-07","Plaza Lama Oriental","Laptop Dell XPS","Sofía Gómez","Este","Crédito 30 días","800","1200","10","38","10","28","12000","8000","4000","33.33","10728.77","1271.23","111.85"
"1772828033059","INV-00044","2024-09-07","Plaza Lama Oriental","Monitor LG 27","Sofía Gómez","Este","Crédito 30 días","180","320","11","12","11","1","3520","1980","1540","43.75","4107.9","-587.9","85.69"
"1772828033059","INV-00045","2024-05-16","Grupo SID","Smartwatch Samsung","Sofía Gómez","Santo Domingo","Crédito 30 días","180","350","12","21","12","9","4200","2160","2040","48.57","4205.77","-5.77","99.86"
"1772828033059","INV-00046","2024-03-06","Almacenes Unidos","Scanner Fujitsu","Miguel Vargas","Distrito Nacional","Crédito 60 días","220","420","17","63","17","46","7140","3740","3400","47.62","7969.05","-829.05","89.60"
"1772828033059","INV-00046","2024-03-06","Almacenes Unidos","Switch Cisco","Miguel Vargas","Distrito Nacional","Crédito 60 días","700","1200","13","62","13","49","15600","9100","6500","41.67","16660.18","-1060.18","93.64"
"1772828033059","INV-00047","2025-04-24","Mercasid","Smartwatch Samsung","Carlos Méndez","Sur","Transferencia","180","350","20","25","20","5","7000","3600","3400","48.57","6268.97","731.03","111.66"
"1772828033059","INV-00047","2025-04-24","Mercasid","Scanner Fujitsu","Carlos Méndez","Sur","Transferencia","220","420","14","50","14","36","5880","3080","2800","47.62","5897.59","-17.59","99.70"
"1772828033059","INV-00047","2025-04-24","Mercasid","PlayStation 5","Carlos Méndez","Sur","Transferencia","400","650","5","12","5","7","3250","2000","1250","38.46","3301.27","-51.27","98.45"
"1772828033059","INV-00048","2025-10-09","Hotel Embajador","Smart TV LG 55","Andrés Batista","Norte","Tarjeta","450","850","8","35","8","27","6800","3600","3200","47.06","7042.86","-242.86","96.55"
"1772828033059","INV-00048","2025-10-09","Hotel Embajador","Audífonos Sony","Andrés Batista","Norte","Tarjeta","200","380","1","10","1","9","380","200","180","47.37","348.48","31.52","109.05"
"1772828033059","INV-00048","2025-10-09","Hotel Embajador","Disco SSD 1TB","Andrés Batista","Norte","Tarjeta","90","180","4","42","4","38","720","360","360","50.00","758.86","-38.86","94.88"
"1772828033059","INV-00048","2025-10-09","Hotel Embajador","Samsung Galaxy S23","Andrés Batista","Norte","Tarjeta","700","1100","18","53","18","35","19800","12600","7200","36.36","22714.07","-2914.07","87.17"
"1772828033059","INV-00048","2025-10-09","Hotel Embajador","Switch Cisco","Andrés Batista","Norte","Tarjeta","700","1200","16","58","16","42","19200","11200","8000","41.67","20801.77","-1601.77","92.30"
"1772828033059","INV-00049","2024-10-22","Plaza Lama","Cámara Canon","Juan Peña","Este","Tarjeta","600","1000","19","41","19","22","19000","11400","7600","40.00","21892.19","-2892.19","86.79"
"1772828033059","INV-00050","2025-04-27","Cervecería Nacional Dominicana","Smart TV LG 55","Andrés Batista","Distrito Nacional","Crédito 30 días","450","850","19","33","19","14","16150","8550","7600","47.06","13741.76","2408.24","117.53"
"1772828033059","INV-00050","2025-04-27","Cervecería Nacional Dominicana","RTX 4070","Andrés Batista","Distrito Nacional","Crédito 30 días","500","850","14","26","14","12","11900","7000","4900","41.18","12503.55","-603.55","95.17"
"1772828033059","INV-00050","2025-04-27","Cervecería Nacional Dominicana","Teclado Logitech","Andrés Batista","Distrito Nacional","Crédito 30 días","40","85","14","16","14","2","1190","560","630","52.94","1331.05","-141.05","89.40"
"1772828033059","INV-00051","2024-01-15","Cecomsa","Lenovo ThinkPad","Ana Rodríguez","Este","Tarjeta","950","1500","5","20","5","15","7500","4750","2750","36.67","7053.13","446.87","106.34"
"1772828033059","INV-00051","2024-01-15","Cecomsa","Teclado Logitech","Ana Rodríguez","Este","Tarjeta","40","85","15","61","15","46","1275","600","675","52.94","1493.81","-218.81","85.35"
"1772828033059","INV-00051","2024-01-15","Cecomsa","Impresora Epson","Ana Rodríguez","Este","Tarjeta","150","320","10","24","10","14","3200","1500","1700","53.13","3137.82","62.18","101.98"
"1772828033059","INV-00052","2024-11-04","Plaza Lama Oriental","Memoria RAM 16GB","Laura Fernández","Este","Transferencia","45","95","8","12","8","4","760","360","400","52.63","836.24","-76.24","90.88"
"1772828033059","INV-00052","2024-11-04","Plaza Lama Oriental","Monitor LG 27","Laura Fernández","Este","Transferencia","180","320","14","60","14","46","4480","2520","1960","43.75","5145.15","-665.15","87.07"
